NAME,VARID,ModuleNo,Module,TYPE,TYPE NAME,ID2
elasfd,1211,1,Agriculture,2,Parameter,elasfd : Agriculture Model
elashc,234,9,Sociopolitical,2,Parameter,elashc : Sociopolitical Model
elasit,235,3,Economy,2,Parameter,elasit : Economy Model
elasmd,236,1,Agriculture,2,Parameter,elasmd : Agriculture Model
elasminc,237,3,Economy,2,Parameter,elasminc : Economy Model
elastrpr,239,3,Economy,2,Parameter,elastrpr : Economy Model
elasxinc,240,3,Economy,2,Parameter,elasxinc : Economy Model
elaszs,241,3,Economy,2,Parameter,elaszs : Economy Model
eldemocimp,242,9,Sociopolitical,2,Parameter,eldemocimp : Sociopolitical Model
goveffectseyrtar,426,11,Other,2,Parameter,goveffectseyrtar : Other Model
GOVEMBED,427,11,Other,1,Variable,GOVEMBED : Other Model
eleniprof,245,5,Energy,2,Parameter,eleniprof : Energy Model
eleniprof2,246,5,Energy,2,Parameter,eleniprof2 : Energy Model
elenpr,247,5,Energy,2,Parameter,elenpr : Energy Model
elenpr2,248,5,Energy,2,Parameter,elenpr2 : Energy Model
GOVINDCAPAC,439,11,Other,1,Variable,GOVINDCAPAC : Other Model
elerca1,252,3,Economy,2,Parameter,elerca1 : Economy Model
elerca2,253,3,Economy,2,Parameter,elerca2 : Economy Model
elfdilifexp,256,3,Economy,2,Parameter,elfdilifexp : Economy Model
elfdpr1,257,1,Agriculture,2,Parameter,elfdpr1 : Agriculture Model
elfdpr2,258,1,Agriculture,2,Parameter,elfdpr2 : Agriculture Model
GOVINDINCLUS,440,11,Other,1,Variable,GOVINDINCLUS : Other Model
GOVINDSECUR,441,11,Other,1,Variable,GOVINDSECUR : Other Model
GOVINDTOTAL,442,11,Other,1,Variable,GOVINDTOTAL : Other Model
eliasp1,265,1,Agriculture,2,Parameter,eliasp1 : Agriculture Model
eliasp2,266,1,Agriculture,2,Parameter,eliasp2 : Agriculture Model
GOVNUCWP,443,11,Other,2,Parameter,GOVNUCWP : Other Model
govnucwpadd,444,11,Other,2,Parameter,govnucwpadd : Other Model
elinst1,271,3,Economy,2,Parameter,elinst1 : Economy Model
elinst2,272,3,Economy,2,Parameter,elinst2 : Economy Model
elmpr1,277,3,Economy,2,Parameter,elmpr1 : Economy Model
elmpr2,278,3,Economy,2,Parameter,elmpr2 : Economy Model
elndpow,279,8,Interstate,2,Parameter,elndpow : Interstate Model
elprst1,280,3,Economy,2,Parameter,elprst1 : Economy Model
elprst2,281,3,Economy,2,Parameter,elprst2 : Economy Model
eltfrcon,282,2,Demography,2,Parameter,eltfrcon : Demography Model
elxpr1,284,3,Economy,2,Parameter,elxpr1 : Economy Model
elxpr2,285,3,Economy,2,Parameter,elxpr2 : Economy Model
encartpp,286,5,Energy,2,Parameter,encartpp : Energy Model
enconv,287,5,Energy,2,Parameter,enconv : Energy Model
ENDEM,288,5,Energy,1,Variable,ENDEM : Energy Model
endemm,289,5,Energy,2,Parameter,endemm : Energy Model
ENDEMSH,290,5,Energy,1,Variable,ENDEMSH : Energy Model
ENELECSHRENDEM,291,7,Infrastructure,1,Variable,ENELECSHRENDEM : Infrastructure Model
enelecshrendemm,292,7,Infrastructure,2,Parameter,enelecshrendemm : Infrastructure Model
engel,293,3,Economy,2,Parameter,engel : Economy Model
eninvm,294,5,Energy,2,Parameter,eninvm : Energy Model
eninvtm,295,5,Energy,2,Parameter,eninvtm : Energy Model
ENM,296,5,Energy,1,Variable,ENM : Energy Model
enml,297,5,Energy,2,Parameter,enml : Energy Model
enon,298,5,Energy,2,Parameter,enon : Energy Model
ENP,299,5,Energy,1,Variable,ENP : Energy Model
enpcoalmax,300,5,Energy,2,Parameter,enpcoalmax : Energy Model
enpm,302,5,Energy,2,Parameter,enpm : Energy Model
ENPRI,304,5,Energy,1,Variable,ENPRI : Energy Model
enprix,305,5,Energy,2,Parameter,enprix : Energy Model
enprixi,306,5,Energy,2,Parameter,enprixi : Energy Model
ENPRR,307,5,Energy,1,Variable,ENPRR : Energy Model
ENRGDP,309,5,Energy,1,Variable,ENRGDP : Energy Model
enrgdpgr,310,5,Energy,2,Parameter,enrgdpgr : Energy Model
GOVREGQUAL,445,11,Other,1,Variable,GOVREGQUAL : Other Model
ENSHO,312,5,Energy,1,Variable,ENSHO : Energy Model
govregqualm,446,11,Other,2,Parameter,govregqualm : Other Model
govregqualsetar,447,11,Other,2,Parameter,govregqualsetar : Other Model
govregqualseyrtar,448,11,Other,2,Parameter,govregqualseyrtar : Other Model
GOVRISK,451,11,Other,1,Variable,GOVRISK : Other Model
govriskm,452,11,Other,2,Parameter,govriskm : Other Model
govriskweight,453,11,Other,1,Variable,govriskweight : Other Model
ENST,320,5,Energy,1,Variable,ENST : Energy Model
envclimsens,321,6,Environment,2,Parameter,envclimsens : Environment Model
envco2fert,322,6,Environment,2,Parameter,envco2fert : Environment Model
envpm25hldsw,323,6,Environment,2,Parameter,envpm25hldsw : Environment Model
ENVPM2PT5,324,6,Environment,1,Variable,ENVPM2PT5 : Environment Model
envpm2pt5m,325,6,Environment,2,Parameter,envpm2pt5m : Environment Model
ENVPRCHG,326,6,Environment,1,Variable,ENVPRCHG : Environment Model
ENVTPCHG,327,6,Environment,1,Variable,ENVTPCHG : Environment Model
envylchgadd,329,6,Environment,2,Parameter,envylchgadd : Environment Model
envylchgm,330,1,Agriculture,2,Parameter,envylchgm : Agriculture Model
ENX,331,5,Energy,1,Variable,ENX : Energy Model
enxl,332,5,Energy,2,Parameter,enxl : Energy Model
eprodr,335,5,Energy,2,Parameter,eprodr : Energy Model
EPROFITR,336,5,Energy,1,Variable,EPROFITR : Energy Model
eprohw,337,5,Energy,2,Parameter,eprohw : Energy Model
etechadv,338,5,Energy,2,Parameter,etechadv : Energy Model
HLBMI,494,11,Other,1,Variable,HLBMI : Other Model
hlbmim,495,11,Other,2,Parameter,hlbmim : Other Model
eumembsw,342,8,Interstate,2,Parameter,eumembsw : Interstate Model
EXRATE,343,3,Economy,1,Variable,EXRATE : Economy Model
HLDALY,496,11,Other,1,Variable,HLDALY : Other Model
HLDIABETESRR,497,11,Other,2,Parameter,HLDIABETESRR : Other Model
hlmodelsw,509,11,Other,2,Parameter,hlmodelsw : Other Model
EXTRASTDRATIO,359,4,Education,1,Variable,EXTRASTDRATIO : Education Model
FDEM,360,1,Agriculture,1,Variable,FDEM : Agriculture Model
FEDDEM,361,1,Agriculture,1,Variable,FEDDEM : Agriculture Model
feddemm,1282,1,Agriculture,2,Parameter,feddemm : Agriculture Model
femshrgr,362,3,Economy,2,Parameter,femshrgr : Economy Model
FEMSHRLAB,363,3,Economy,1,Variable,FEMSHRLAB : Economy Model
FIRMEARN,1313,3,Economy,1,Variable,FIRMEARN : Economy Model
FIRMGOVSS,364,3,Economy,1,Variable,FIRMGOVSS : Economy Model
FIRMINC,365,3,Economy,1,Variable,FIRMINC : Economy Model
FIRMINCDIS,1314,3,Economy,1,Variable,FIRMINCDIS : Economy Model
FIRMSAV,366,3,Economy,1,Variable,FIRMSAV : Economy Model
FIRMTAX,367,3,Economy,1,Variable,FIRMTAX : Economy Model
FIRMTAXR,368,3,Economy,1,Variable,FIRMTAXR : Economy Model
firmtaxrm,369,3,Economy,2,Parameter,firmtaxrm : Economy Model
fishcatchm,1271,1,Agriculture,2,Parameter,fishcatchm : Agriculture Model
FMDEM,1205,1,Agriculture,1,Variable,FMDEM : Agriculture Model
FORSAV,373,3,Economy,1,Variable,FORSAV : Economy Model
FORSAVRPA,374,3,Economy,1,Variable,FORSAVRPA : Economy Model
FPRI,375,1,Agriculture,1,Variable,FPRI : Agriculture Model
fpricr2,377,1,Agriculture,2,Parameter,fpricr2 : Agriculture Model
fprihw,378,1,Agriculture,2,Parameter,fprihw : Agriculture Model
fprimt1,379,1,Agriculture,2,Parameter,fprimt1 : Agriculture Model
fprimt2,380,1,Agriculture,2,Parameter,fprimt2 : Agriculture Model
FPROFITR,381,1,Agriculture,1,Variable,FPROFITR : Agriculture Model
FREEDOM,382,9,Sociopolitical,1,Variable,FREEDOM : Sociopolitical Model
freedomm,383,9,Sociopolitical,2,Parameter,freedomm : Sociopolitical Model
FSTOCK,384,1,Agriculture,1,Variable,FSTOCK : Agriculture Model
GDI,1351,9,Sociopolitical,1,Variable,GDI : Sociopolitical Model
GDP,386,3,Economy,1,Variable,GDP : Economy Model
GDPADJ,1311,3,Economy,1,Variable,GDPADJ : Economy Model
hlmorbconv,510,11,Other,2,Parameter,hlmorbconv : Other Model
gdpinformcoeffcorrupt,,7,Infrastructure,2,Parameter,gdpinformcoeffcorrupt : Infrastructure Model
gdpinformcoeffintercept,,7,Infrastructure,2,Parameter,gdpinformcoeffintercept : Infrastructure Model
gdpinformcoefflabinf,,7,Infrastructure,2,Parameter,gdpinformcoefflabinf : Infrastructure Model
gdpinformcoeffRanD,,7,Infrastructure,2,Parameter,gdpinformcoeffRanD : Infrastructure Model
GDPINFORMSHR,,3,Economy,1,Variable,GDPINFORMSHR : Economy Model
gdpinformshrm,,3,Economy,2,Parameter,gdpinformshrm : Economy Model
GDPP,387,3,Economy,1,Variable,GDPP : Economy Model
GDPPC,389,3,Economy,1,Variable,GDPPC : Economy Model
GDPPCP,390,3,Economy,1,Variable,GDPPCP : Economy Model
GDPPCP2005,1173,3,Economy,1,Variable,GDPPCP2005 : Economy Model
GDPPCPMF,1358,3,Economy,1,Variable,GDPPCPMF : Economy Model
hlmorbm,511,11,Other,2,Parameter,hlmorbm : Other Model
GDPR,393,3,Economy,1,Variable,GDPR : Economy Model
GDPRPA,395,3,Economy,1,Variable,GDPRPA : Economy Model
gdpshadowcoeffcorrupt,,7,Infrastructure,2,Parameter,gdpshadowcoeffcorrupt : Infrastructure Model
gdpshadowcoeffintercept,,7,Infrastructure,2,Parameter,gdpshadowcoeffintercept : Infrastructure Model
gdpshadowcoefflabinf,,7,Infrastructure,2,Parameter,gdpshadowcoefflabinf : Infrastructure Model
gdpshadowcoeffRanD,,7,Infrastructure,2,Parameter,gdpshadowcoeffRanD : Infrastructure Model
gdpshadowon,,8,Interstate,2,Parameter,gdpshadowon : Interstate Model
GDPSHADOWSHR,,3,Economy,1,Variable,GDPSHADOWSHR : Economy Model
gdpshadowshrm,,3,Economy,2,Parameter,gdpshadowshrm : Economy Model
GDS,396,9,Sociopolitical,1,Variable,GDS : Sociopolitical Model
hlmortcdadltm,513,11,Other,2,Parameter,hlmortcdadltm : Other Model
hlmortcdchldm,514,11,Other,2,Parameter,hlmortcdchldm : Other Model
GDSED,397,9,Sociopolitical,1,Variable,GDSED : Sociopolitical Model
gdsedm,398,4,Education,2,Parameter,gdsedm : Education Model
gdsm,399,9,Sociopolitical,2,Parameter,gdsm : Sociopolitical Model
gdsnormalize,400,8,Interstate,2,Parameter,gdsnormalize : Interstate Model
GEM,401,9,Sociopolitical,1,Variable,GEM : Sociopolitical Model
HLOBESITY,518,11,Other,1,Variable,HLOBESITY : Other Model
hlobesitym,519,11,Other,2,Parameter,hlobesitym : Other Model
hlpm2pt5sw,521,11,Other,2,Parameter,hlpm2pt5sw : Other Model
GINIDOM,407,9,Sociopolitical,1,Variable,GINIDOM : Sociopolitical Model
ginidomr,408,9,Sociopolitical,2,Parameter,ginidomr : Sociopolitical Model
GINIFULL,409,9,Sociopolitical,1,Variable,GINIFULL : Sociopolitical Model
GLDCAP,410,1,Agriculture,1,Variable,GLDCAP : Agriculture Model
hlsmkel,524,11,Other,2,Parameter,hlsmkel : Other Model
glocom,412,8,Interstate,2,Parameter,glocom : Interstate Model
GOVBAL,414,3,Economy,1,Variable,GOVBAL : Economy Model
GOVBUSCOST,,3,Economy,1,Variable,GOVBUSCOST : Economy Model
govbuscostm,,3,Economy,2,Parameter,govbuscostm : Economy Model
GOVBUSREGIND,,3,Economy,1,Variable,GOVBUSREGIND : Economy Model
govbusregindm,,3,Economy,2,Parameter,govbusregindm : Economy Model
GOVCON,415,3,Economy,1,Variable,GOVCON : Economy Model
hlsmkimeff,525,11,Other,2,Parameter,hlsmkimeff : Other Model
govconm,416,3,Economy,2,Parameter,govconm : Economy Model
HLSMOKING,526,11,Other,1,Variable,HLSMOKING : Other Model
GOVCORRUPT,417,3,Economy,1,Variable,GOVCORRUPT : Economy Model
govcorruptm,418,3,Economy,2,Parameter,govcorruptm : Economy Model
govcorruptsetar,419,3,Economy,2,Parameter,govcorruptsetar : Economy Model
govcorruptseyrtar,420,3,Economy,2,Parameter,govcorruptseyrtar : Economy Model
GOVDEBT,421,3,Economy,1,Variable,GOVDEBT : Economy Model
goveffconv,422,2,Demography,2,Parameter,goveffconv : Demography Model
hlsmokingdecm,528,11,Other,2,Parameter,hlsmokingdecm : Other Model
hlsmokingfloor,529,11,Other,2,Parameter,hlsmokingfloor : Other Model
HLSMOKINGIMP,530,11,Other,2,Parameter,HLSMOKINGIMP : Other Model
hlsmokingincm,531,11,Other,2,Parameter,hlsmokingincm : Other Model
hlsmokingm,532,11,Other,2,Parameter,hlsmokingm : Other Model
GOVEXP,428,3,Economy,1,Variable,GOVEXP : Economy Model
govexpm,429,3,Economy,2,Parameter,govexpm : Economy Model
govfinconv,430,3,Economy,2,Parameter,govfinconv : Economy Model
GOVHHPENT,431,3,Economy,1,Variable,GOVHHPENT : Economy Model
govhhpentndpctuse,433,3,Economy,2,Parameter,govhhpentndpctuse : Economy Model
GOVHHTRN,434,3,Economy,1,Variable,GOVHHTRN : Economy Model
GOVHHTRNPEN,435,3,Economy,1,Variable,GOVHHTRNPEN : Economy Model
govhhtrnpenm,436,3,Economy,2,Parameter,govhhtrnpenm : Economy Model
GOVHHTRNWEL,437,3,Economy,1,Variable,GOVHHTRNWEL : Economy Model
govhhtrnwelm,438,3,Economy,2,Parameter,govhhtrnwelm : Economy Model
hlsmokingtcs,535,11,Other,2,Parameter,hlsmokingtcs : Other Model
hlsmokingtcsel,536,11,Other,2,Parameter,hlsmokingtcsel : Other Model
hlsmokingtcsm,537,11,Other,2,Parameter,hlsmokingtcsm : Other Model
HLSTUNT,540,11,Other,1,Variable,HLSTUNT : Other Model
hltfragehalflife,545,11,Other,2,Parameter,hltfragehalflife : Other Model
hltfrageinit,546,11,Other,2,Parameter,hltfrageinit : Other Model
hltfragepeak,547,11,Other,2,Parameter,hltfragepeak : Other Model
GOVREV,449,3,Economy,1,Variable,GOVREV : Economy Model
hltfragestop,548,11,Other,2,Parameter,hltfragestop : Other Model
GOVREVDOM,1342,3,Economy,1,Variable,GOVREVDOM : Economy Model
hltfrconv,549,11,Other,2,Parameter,hltfrconv : Other Model
hltfrpeaklevel,550,11,Other,2,Parameter,hltfrpeaklevel : Other Model
govrevm,450,3,Economy,2,Parameter,govrevm : Economy Model
govrevtrgtval,,3,Economy,2,Parameter,govrevtrgtval : Economy Model
govrevtrgtyr,,3,Economy,2,Parameter,govrevtrgtyr : Economy Model
HLYLD,553,11,Other,1,Variable,HLYLD : Other Model
HLYLDWORK,554,11,Other,1,Variable,HLYLDWORK : Other Model
HLYLL,555,11,Other,1,Variable,HLYLL : Other Model
HLYLLWORK,556,11,Other,1,Variable,HLYLLWORK : Other Model
GRAMSPC,1203,1,Agriculture,1,Variable,GRAMSPC : Agriculture Model
ICTBROAD,562,11,Other,1,Variable,ICTBROAD : Other Model
ICTBROADCOST,563,11,Other,1,Variable,ICTBROADCOST : Other Model
GS,457,3,Economy,1,Variable,GS : Economy Model
HDI,458,9,Sociopolitical,1,Variable,HDI : Sociopolitical Model
HDI21STFIX,459,9,Sociopolitical,1,Variable,HDI21STFIX : Sociopolitical Model
hdiedslemaxun,1388,9,Sociopolitical,2,Parameter,hdiedslemaxun : Sociopolitical Model
hdiedsleminun,1389,9,Sociopolitical,2,Parameter,hdiedsleminun : Sociopolitical Model
hdiedyrsmaxun,1386,9,Sociopolitical,2,Parameter,hdiedyrsmaxun : Sociopolitical Model
hdiedyrsminun,1391,9,Sociopolitical,2,Parameter,hdiedyrsminun : Sociopolitical Model
HDIFLOAT,460,9,Sociopolitical,1,Variable,HDIFLOAT : Sociopolitical Model
hdigdppcmax,461,9,Sociopolitical,2,Parameter,hdigdppcmax : Sociopolitical Model
hdigdppcmaxun,1385,9,Sociopolitical,2,Parameter,hdigdppcmaxun : Sociopolitical Model
hdigdppcminun,1392,9,Sociopolitical,2,Parameter,hdigdppcminun : Sociopolitical Model
hdilifemax,462,9,Sociopolitical,2,Parameter,hdilifemax : Sociopolitical Model
hdilifemaxf,463,9,Sociopolitical,2,Parameter,hdilifemaxf : Sociopolitical Model
hdilifemaxun,1387,9,Sociopolitical,2,Parameter,hdilifemaxun : Sociopolitical Model
hdilifeminun,1390,9,Sociopolitical,2,Parameter,hdilifeminun : Sociopolitical Model
HDIMF,1357,9,Sociopolitical,1,Variable,HDIMF : Sociopolitical Model
HDINEW,464,9,Sociopolitical,1,Variable,HDINEW : Sociopolitical Model
HHDIVINT,465,3,Economy,1,Variable,HHDIVINT : Economy Model
HHGOVSS,466,3,Economy,1,Variable,HHGOVSS : Economy Model
HHINC,467,3,Economy,1,Variable,HHINC : Economy Model
HHINCDIS,1317,3,Economy,1,Variable,HHINCDIS : Economy Model
HHINCDISPC,1315,3,Economy,1,Variable,HHINCDISPC : Economy Model
HHINCEARN,1316,3,Economy,1,Variable,HHINCEARN : Economy Model
HHINCPC,468,3,Economy,1,Variable,HHINCPC : Economy Model
HHPOP,469,3,Economy,1,Variable,HHPOP : Economy Model
HHRETIRENEED,470,3,Economy,1,Variable,HHRETIRENEED : Economy Model
HHSAV,471,3,Economy,1,Variable,HHSAV : Economy Model
hhsaveneedrat,472,2,Demography,1,Variable,hhsaveneedrat : Demography Model
HHSAVNEEDSTOCK,473,3,Economy,1,Variable,HHSAVNEEDSTOCK : Economy Model
HHSAVSTOCK,474,3,Economy,1,Variable,HHSAVSTOCK : Economy Model
HHSAVSURSTOCK,475,3,Economy,1,Variable,HHSAVSURSTOCK : Economy Model
HHSIZE,476,2,Demography,1,Variable,HHSIZE : Demography Model
hhsizem,477,2,Demography,2,Parameter,hhsizem : Demography Model
HHTAX,478,3,Economy,1,Variable,HHTAX : Economy Model
HHTAXR,479,3,Economy,1,Variable,HHTAXR : Economy Model
hhtaxrm,480,3,Economy,2,Parameter,hhtaxrm : Economy Model
HHTOTAL,481,2,Demography,1,Variable,HHTOTAL : Demography Model
HIVCASES,483,2,Demography,1,Variable,HIVCASES : Demography Model
hivincr,485,2,Demography,2,Parameter,hivincr : Demography Model
hivm,486,2,Demography,2,Parameter,hivm : Demography Model
hivpeakr,489,2,Demography,2,Parameter,hivpeakr : Demography Model
hivpeakyr,490,2,Demography,2,Parameter,hivpeakyr : Demography Model
HIVRATE,491,2,Demography,1,Variable,HIVRATE : Demography Model
hivtadvr,492,2,Demography,2,Parameter,hivtadvr : Demography Model
ictbroadcostm,565,11,Other,2,Parameter,ictbroadcostm : Other Model
ICTBROADDEM,567,11,Other,1,Variable,ICTBROADDEM : Other Model
ictbroadfromtelem,568,11,Other,2,Parameter,ictbroadfromtelem : Other Model
ictbroadm,570,11,Other,2,Parameter,ictbroadm : Other Model
ICTBROADMOBIL,571,11,Other,1,Variable,ICTBROADMOBIL : Other Model
ICTBROADMOBILCOST,572,11,Other,1,Variable,ICTBROADMOBILCOST : Other Model
ictbroadmobilcostm,574,11,Other,2,Parameter,ictbroadmobilcostm : Other Model
ICTBROADMOBILDEM,576,11,Other,1,Variable,ICTBROADMOBILDEM : Other Model
ictbroadmobilm,578,11,Other,2,Parameter,ictbroadmobilm : Other Model
ictbroadmobilsetar,579,11,Other,2,Parameter,ictbroadmobilsetar : Other Model
ictbroadmobilseyrtar,580,11,Other,2,Parameter,ictbroadmobilseyrtar : Other Model
ictbroadmobiltechighrt,581,11,Other,2,Parameter,ictbroadmobiltechighrt : Other Model
ictbroadmobiltecinflection,582,11,Other,2,Parameter,ictbroadmobiltecinflection : Other Model
ictbroadmobilteclowrt,583,11,Other,2,Parameter,ictbroadmobilteclowrt : Other Model
ictbroadmobiltrgtval,584,11,Other,2,Parameter,ictbroadmobiltrgtval : Other Model
ictbroadmobiltrgtyr,585,11,Other,2,Parameter,ictbroadmobiltrgtyr : Other Model
ictbroadsetar,586,11,Other,2,Parameter,ictbroadsetar : Other Model
ictbroadseyrtar,587,11,Other,2,Parameter,ictbroadseyrtar : Other Model
ictbroadtechighrt,588,11,Other,2,Parameter,ictbroadtechighrt : Other Model
ictbroadtecinflection,589,11,Other,2,Parameter,ictbroadtecinflection : Other Model
ictbroadteclowrt,590,11,Other,2,Parameter,ictbroadteclowrt : Other Model
ictbroadtrgtval,591,11,Other,2,Parameter,ictbroadtrgtval : Other Model
ictbroadtrgtyr,592,11,Other,2,Parameter,ictbroadtrgtyr : Other Model
ictbroadurimpmax,593,11,Other,2,Parameter,ictbroadurimpmax : Other Model
ictbroadurimpmin,594,11,Other,2,Parameter,ictbroadurimpmin : Other Model
ICTCOMPUTERS,595,11,Other,1,Variable,ICTCOMPUTERS : Other Model
ictcomputerstechighrt,596,11,Other,2,Parameter,ictcomputerstechighrt : Other Model
ictcomputerstecinflection,597,11,Other,2,Parameter,ictcomputerstecinflection : Other Model
ictcomputersteclowrt,598,11,Other,2,Parameter,ictcomputersteclowrt : Other Model
ICTINDEX,599,11,Other,1,Variable,ICTINDEX : Other Model
ICTMOBIL,601,11,Other,1,Variable,ICTMOBIL : Other Model
ICTMOBILCOST,602,11,Other,1,Variable,ICTMOBILCOST : Other Model
ictmobilcostm,604,11,Other,2,Parameter,ictmobilcostm : Other Model
ICTMOBILDEM,606,11,Other,1,Variable,ICTMOBILDEM : Other Model
ictmobilsaturation,608,11,Other,2,Parameter,ictmobilsaturation : Other Model
ictmobilsetar,609,11,Other,2,Parameter,ictmobilsetar : Other Model
ictmobilseyrtar,610,11,Other,2,Parameter,ictmobilseyrtar : Other Model
ictmobiltechighrt,611,11,Other,2,Parameter,ictmobiltechighrt : Other Model
ictmobiltecinflection,612,11,Other,2,Parameter,ictmobiltecinflection : Other Model
ictmobilteclowrt,613,11,Other,2,Parameter,ictmobilteclowrt : Other Model
ICTSPEND,615,11,Other,1,Variable,ICTSPEND : Other Model
ictspendm,616,11,Other,2,Parameter,ictspendm : Other Model
INFRABUDDEMMNT,634,11,Other,1,Variable,INFRABUDDEMMNT : Other Model
INFRABUDDEMNEW,635,11,Other,1,Variable,INFRABUDDEMNEW : Other Model
INFRAELEC,639,11,Other,1,Variable,INFRAELEC : Other Model
INFRAELECACC,640,11,Other,1,Variable,INFRAELECACC : Other Model
INFRAELECACCDEM,641,11,Other,1,Variable,INFRAELECACCDEM : Other Model
infraelecaccm,642,11,Other,2,Parameter,infraelecaccm : Other Model
INFRAELECACCRURALCOST,643,11,Other,1,Variable,INFRAELECACCRURALCOST : Other Model
infraelecaccruralcostm,645,11,Other,2,Parameter,infraelecaccruralcostm : Other Model
hlstuntyrs,1300,2,Demography,2,Parameter,hlstuntyrs : Demography Model
infraelecaccsetar,648,11,Other,2,Parameter,infraelecaccsetar : Other Model
infraelecaccseyrtar,649,11,Other,2,Parameter,infraelecaccseyrtar : Other Model
infraelecacctrgtval,650,11,Other,2,Parameter,infraelecacctrgtval : Other Model
infraelecacctrgtyr,651,11,Other,2,Parameter,infraelecacctrgtyr : Other Model
INFRAELECACCURBANCOST,652,11,Other,1,Variable,INFRAELECACCURBANCOST : Other Model
infraelecaccurbancostm,654,11,Other,2,Parameter,infraelecaccurbancostm : Other Model
INFRAELECADJFACT,657,11,Other,1,Variable,INFRAELECADJFACT : Other Model
INFRAELECCONSPRODRATIO,660,11,Other,1,Variable,INFRAELECCONSPRODRATIO : Other Model
INFRAELECGENCAP,661,11,Other,1,Variable,INFRAELECGENCAP : Other Model
INFRAELECGENCAPDEM,662,11,Other,1,Variable,INFRAELECGENCAPDEM : Other Model
HPI1,557,9,Sociopolitical,1,Variable,HPI1 : Sociopolitical Model
infraelecgencapm,664,11,Other,2,Parameter,infraelecgencapm : Other Model
